,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
800,801,24.0,0,0,2,4,15,2.8315039,2,0,2013-04-08
801,802,15.0,0,1,2,4,15,2.8315039,3,0,2013-04-09
802,803,21.0,0,2,2,4,15,2.8315039,1,0,2013-04-10
803,804,25.0,0,3,2,4,15,2.8315039,2,0,2013-04-11
804,805,51.0,0,4,2,4,15,2.8315039,2,0,2013-04-12
805,806,39.0,1,5,2,4,15,2.8912714,1,0,2013-04-13
806,807,23.0,1,6,2,4,15,2.8912714,1,0,2013-04-14
807,808,31.0,0,0,3,4,16,2.8912714,2,0,2013-04-15
808,809,21.0,0,1,3,4,16,2.8912714,0,0,2013-04-16
809,810,47.0,0,2,3,4,16,2.8912714,0,0,2013-04-17
810,811,27.0,0,3,3,4,16,2.8912714,0,0,2013-04-18
811,812,32.0,0,4,3,4,16,2.8912714,0,0,2013-04-19
812,813,25.0,1,5,3,4,16,2.8396227,0,0,2013-04-20
813,814,25.0,1,6,3,4,16,2.8396227,0,0,2013-04-21
814,815,24.0,0,0,4,4,17,2.8396227,0,0,2013-04-22
815,816,17.0,0,1,4,4,17,2.8396227,0,0,2013-04-23
816,817,37.0,0,2,4,4,17,2.8396227,0,0,2013-04-24
817,818,32.0,0,3,4,4,17,2.8396227,0,0,2013-04-25
818,819,32.0,0,4,4,4,17,2.8396227,0,0,2013-04-26
819,820,34.0,1,5,4,4,17,2.8663573,0,0,2013-04-27
820,821,45.0,1,6,4,4,17,2.8663573,0,0,2013-04-28
821,822,30.0,0,0,5,4,18,2.8663573,0,0,2013-04-29
822,823,20.0,0,1,5,4,18,2.8663573,0,0,2013-04-30
823,824,28.0,0,2,1,5,18,2.8663573,2,0,2013-05-01
824,825,83.0,0,3,1,5,18,2.8663573,2,0,2013-05-02
825,826,24.0,0,4,1,5,18,2.8663573,3,0,2013-05-03
826,827,39.0,1,5,1,5,18,2.8637564,1,0,2013-05-04
827,828,24.0,1,6,1,5,18,2.8637564,3,2,2013-05-05
828,829,24.0,0,0,1,5,19,2.8637564,3,0,2013-05-06
829,830,23.0,0,1,1,5,19,2.8637564,2,0,2013-05-07
830,831,37.0,0,2,2,5,19,2.8637564,2,0,2013-05-08
831,832,36.0,0,3,2,5,19,2.8637564,3,0,2013-05-09
832,833,16.0,0,4,2,5,19,2.8637564,1,0,2013-05-10
833,834,18.0,1,5,2,5,19,2.8469994,2,0,2013-05-11
834,835,15.0,1,6,2,5,19,2.8469994,2,1,2013-05-12
835,836,39.0,0,0,2,5,20,2.8469994,1,0,2013-05-13
836,837,29.0,0,1,2,5,20,2.8469994,1,0,2013-05-14
837,838,31.0,0,2,3,5,20,2.8469994,2,0,2013-05-15
838,839,30.0,0,3,3,5,20,2.8469994,0,0,2013-05-16
839,840,42.0,0,4,3,5,20,2.8469994,0,0,2013-05-17
840,841,39.0,1,5,3,5,20,2.8436985,0,0,2013-05-18
841,842,33.0,1,6,3,5,20,2.8436985,0,0,2013-05-19
842,843,42.0,0,0,3,5,21,2.8436985,0,0,2013-05-20
843,844,29.0,0,1,3,5,21,2.8436985,0,0,2013-05-21
844,845,32.0,0,2,4,5,21,2.8436985,0,0,2013-05-22
845,846,38.0,0,3,4,5,21,2.8436985,0,0,2013-05-23
846,847,28.0,0,4,4,5,21,2.8436985,0,0,2013-05-24
847,848,24.0,1,5,4,5,21,2.8408034,0,0,2013-05-25
848,849,28.0,1,6,4,5,21,2.8408034,0,0,2013-05-26
849,850,32.0,0,0,4,5,22,2.8408034,0,1,2013-05-27
850,851,33.0,0,1,4,5,22,2.8408034,0,0,2013-05-28
851,852,40.0,0,2,5,5,22,2.8408034,0,0,2013-05-29
852,853,19.0,0,3,5,5,22,2.8408034,0,0,2013-05-30
853,854,23.0,0,4,5,5,22,2.8408034,0,0,2013-05-31
854,855,28.0,1,5,1,6,22,2.8504608,2,0,2013-06-01
855,856,35.0,1,6,1,6,22,2.8504608,2,0,2013-06-02
856,857,11.0,0,0,1,6,23,2.8504608,3,0,2013-06-03
857,858,16.0,0,1,1,6,23,2.8504608,1,0,2013-06-04
858,859,32.0,0,2,1,6,23,2.8504608,3,0,2013-06-05
859,860,19.0,0,3,1,6,23,2.8504608,3,1,2013-06-06
860,861,12.0,0,4,1,6,23,2.8504608,2,0,2013-06-07
861,862,16.0,1,5,2,6,23,2.856704,2,0,2013-06-08
862,863,25.0,1,6,2,6,23,2.856704,3,0,2013-06-09
863,864,28.0,0,0,2,6,24,2.856704,1,0,2013-06-10
864,865,19.0,0,1,2,6,24,2.856704,2,0,2013-06-11
865,866,12.0,0,2,2,6,24,2.856704,2,0,2013-06-12
866,867,31.0,0,3,2,6,24,2.856704,1,0,2013-06-13
867,868,19.0,0,4,2,6,24,2.856704,1,0,2013-06-14
868,869,25.0,1,5,3,6,24,2.850469,2,0,2013-06-15
869,870,19.0,1,6,3,6,24,2.850469,0,1,2013-06-16
870,871,15.0,0,0,3,6,25,2.850469,0,0,2013-06-17
871,872,13.0,0,1,3,6,25,2.850469,0,0,2013-06-18
872,873,23.0,0,2,3,6,25,2.850469,0,0,2013-06-19
873,874,30.0,0,3,3,6,25,2.850469,0,1,2013-06-20
874,875,17.0,0,4,3,6,25,2.850469,0,0,2013-06-21
875,876,23.0,1,5,4,6,25,2.7277265,0,0,2013-06-22
876,877,29.0,1,6,4,6,25,2.7277265,0,0,2013-06-23
877,878,25.0,0,0,4,6,26,2.7277265,0,0,2013-06-24
878,879,35.0,0,1,4,6,26,2.7277265,0,0,2013-06-25
879,880,16.0,0,2,4,6,26,2.7277265,0,0,2013-06-26
880,881,23.0,0,3,4,6,26,2.7277265,0,0,2013-06-27
881,882,35.0,0,4,4,6,26,2.7277265,0,0,2013-06-28
882,883,22.0,1,5,5,6,26,2.7277265,0,0,2013-06-29
883,884,14.0,1,6,5,6,26,2.7277265,0,0,2013-06-30
884,885,24.0,0,0,1,7,27,2.7277265,2,0,2013-07-01
885,886,16.0,0,1,1,7,27,2.7277265,2,0,2013-07-02
886,887,23.0,0,2,1,7,27,2.7277265,3,0,2013-07-03
887,888,26.0,0,3,1,7,27,2.7277265,1,1,2013-07-04
888,889,12.0,0,4,1,7,27,2.7277265,3,0,2013-07-05
889,890,18.0,1,5,1,7,27,2.7277265,3,0,2013-07-06
890,891,15.0,1,6,1,7,27,2.7277265,2,0,2013-07-07
891,892,23.0,0,0,2,7,28,2.7277265,2,0,2013-07-08
892,893,15.0,0,1,2,7,28,2.7277265,3,1,2013-07-09
893,894,20.0,0,2,2,7,28,2.7277265,1,0,2013-07-10
894,895,17.0,0,3,2,7,28,2.7277265,2,0,2013-07-11
895,896,25.0,0,4,2,7,28,2.7277265,2,0,2013-07-12
896,897,22.0,1,5,2,7,28,2.7277265,1,0,2013-07-13
897,898,10.0,1,6,2,7,28,2.7277265,1,0,2013-07-14
898,899,23.0,0,0,3,7,29,2.7277265,2,0,2013-07-15
899,900,31.0,0,1,3,7,29,2.7277265,0,0,2013-07-16
900,901,19.0,0,2,3,7,29,2.7277265,0,0,2013-07-17
901,902,24.0,0,3,3,7,29,2.7277265,0,0,2013-07-18
902,903,23.0,0,4,3,7,29,2.7277265,0,0,2013-07-19
903,904,18.0,1,5,3,7,29,2.7277265,0,0,2013-07-20
904,905,25.0,1,6,3,7,29,2.7277265,0,0,2013-07-21
905,906,25.0,0,0,4,7,30,2.7277265,0,0,2013-07-22
906,907,14.0,0,1,4,7,30,2.7277265,0,0,2013-07-23
907,908,14.0,0,2,4,7,30,2.7277265,0,0,2013-07-24
908,909,12.0,0,3,4,7,30,2.7277265,0,0,2013-07-25
909,910,23.0,0,4,4,7,30,2.7277265,0,0,2013-07-26
910,911,39.0,1,5,4,7,30,2.7357109,0,0,2013-07-27
911,912,18.0,1,6,4,7,30,2.7357109,0,0,2013-07-28
912,913,25.0,0,0,5,7,31,2.7357109,0,0,2013-07-29
913,914,14.0,0,1,5,7,31,2.7357109,0,0,2013-07-30
914,915,14.0,0,2,5,7,31,2.7357109,0,0,2013-07-31
915,916,24.0,0,3,1,8,31,2.7357109,2,0,2013-08-01
916,917,22.0,0,4,1,8,31,2.7357109,2,0,2013-08-02
917,918,22.0,1,5,1,8,31,2.7357109,3,0,2013-08-03
918,919,19.0,1,6,1,8,31,2.7357109,1,0,2013-08-04
919,920,28.0,0,0,1,8,32,2.7357109,3,0,2013-08-05
920,921,21.0,0,1,1,8,32,2.7357109,3,0,2013-08-06
921,922,28.0,0,2,1,8,32,2.7357109,2,0,2013-08-07
922,923,28.0,0,3,2,8,32,2.7357109,2,1,2013-08-08
923,924,40.0,0,4,2,8,32,2.7357109,3,0,2013-08-09
924,925,36.0,1,5,2,8,32,2.7357109,1,0,2013-08-10
925,926,31.0,1,6,2,8,32,2.7357109,2,0,2013-08-11
926,927,47.0,0,0,2,8,33,2.7357109,2,0,2013-08-12
927,928,14.0,0,1,2,8,33,2.7357109,1,0,2013-08-13
928,929,22.0,0,2,2,8,33,2.7357109,1,0,2013-08-14
929,930,22.0,0,3,3,8,33,2.7357109,2,0,2013-08-15
930,931,13.0,0,4,3,8,33,2.7357109,0,0,2013-08-16
931,932,45.0,1,5,3,8,33,2.7357109,0,0,2013-08-17
932,933,13.0,1,6,3,8,33,2.7357109,0,0,2013-08-18
933,934,38.0,0,0,3,8,34,2.7357109,0,0,2013-08-19
934,935,24.0,0,1,3,8,34,2.7357109,0,0,2013-08-20
935,936,32.0,0,2,3,8,34,2.7357109,0,0,2013-08-21
936,937,22.0,0,3,4,8,34,2.7357109,0,0,2013-08-22
937,938,22.0,0,4,4,8,34,2.7357109,0,0,2013-08-23
938,939,37.0,1,5,4,8,34,2.7357109,0,0,2013-08-24
939,940,23.0,1,6,4,8,34,2.7357109,0,0,2013-08-25
940,941,43.0,0,0,4,8,35,2.7357109,0,0,2013-08-26
941,942,20.0,0,1,4,8,35,2.7357109,0,0,2013-08-27
942,943,24.0,0,2,4,8,35,2.7357109,0,0,2013-08-28
943,944,17.0,0,3,5,8,35,2.7357109,0,0,2013-08-29
944,945,10.0,0,4,5,8,35,2.7357109,0,0,2013-08-30
945,946,21.0,1,5,5,8,35,2.7357109,0,0,2013-08-31
946,947,35.0,1,6,1,9,35,2.7357109,2,0,2013-09-01
947,948,22.0,0,0,1,9,36,2.7357109,2,1,2013-09-02
948,949,16.0,0,1,1,9,36,2.7357109,3,0,2013-09-03
949,950,25.0,0,2,1,9,36,2.7357109,1,0,2013-09-04
950,951,29.0,0,3,1,9,36,2.7357109,3,0,2013-09-05
951,952,71.0,0,4,1,9,36,2.7357109,3,0,2013-09-06
952,953,30.0,1,5,1,9,36,2.7331524,2,0,2013-09-07
953,954,24.0,1,6,2,9,36,2.7331524,2,0,2013-09-08
954,955,16.0,0,0,2,9,37,2.7331524,3,0,2013-09-09
955,956,21.0,0,1,2,9,37,2.7331524,1,0,2013-09-10
956,957,18.0,0,2,2,9,37,2.7331524,2,0,2013-09-11
957,958,31.0,0,3,2,9,37,2.7331524,2,0,2013-09-12
958,959,29.0,0,4,2,9,37,2.7331524,1,0,2013-09-13
959,960,21.0,1,5,2,9,37,2.7455125,1,0,2013-09-14
960,961,24.0,1,6,3,9,37,2.7455125,2,0,2013-09-15
961,962,23.0,0,0,3,9,38,2.7455125,0,0,2013-09-16
962,963,25.0,0,1,3,9,38,2.7455125,0,0,2013-09-17
963,964,35.0,0,2,3,9,38,2.7455125,0,0,2013-09-18
964,965,26.0,0,3,3,9,38,2.7455125,0,0,2013-09-19
965,966,13.0,0,4,3,9,38,2.7455125,0,0,2013-09-20
966,967,56.0,1,5,3,9,38,2.7455125,0,0,2013-09-21
967,968,18.0,1,6,4,9,38,2.7455125,0,0,2013-09-22
968,969,7.0,0,0,4,9,39,2.7455125,0,0,2013-09-23
969,970,16.0,0,1,4,9,39,2.7455125,0,0,2013-09-24
970,971,31.0,0,2,4,9,39,2.7455125,0,0,2013-09-25
971,972,30.0,0,3,4,9,39,2.7455125,0,0,2013-09-26
972,973,26.0,0,4,4,9,39,2.7455125,0,0,2013-09-27
973,974,33.0,1,5,4,9,39,2.7455125,0,0,2013-09-28
974,975,22.0,1,6,5,9,39,2.7455125,0,0,2013-09-29
975,976,12.0,0,0,5,9,40,2.7455125,0,0,2013-09-30
976,977,45.0,0,1,1,10,40,2.7455125,2,0,2013-10-01
977,978,24.0,0,2,1,10,40,2.7455125,2,0,2013-10-02
978,979,30.0,0,3,1,10,40,2.7455125,3,0,2013-10-03
979,980,24.0,0,4,1,10,40,2.7455125,1,0,2013-10-04
980,981,25.0,1,5,1,10,40,2.739404,3,0,2013-10-05
981,982,20.0,1,6,1,10,40,2.739404,3,0,2013-10-06
982,983,32.0,0,0,1,10,41,2.739404,2,0,2013-10-07
983,984,37.0,0,1,2,10,41,2.739404,2,0,2013-10-08
984,985,25.0,0,2,2,10,41,2.739404,3,0,2013-10-09
985,986,28.0,0,3,2,10,41,2.739404,1,0,2013-10-10
986,987,33.0,0,4,2,10,41,2.739404,2,0,2013-10-11
987,988,40.0,1,5,2,10,41,2.739404,2,0,2013-10-12
988,989,46.0,1,6,2,10,41,2.739404,1,0,2013-10-13
989,990,33.0,0,0,2,10,42,2.739404,1,1,2013-10-14
990,991,29.0,0,1,3,10,42,2.739404,2,1,2013-10-15
991,992,48.0,0,2,3,10,42,2.739404,0,0,2013-10-16
992,993,23.0,0,3,3,10,42,2.739404,0,0,2013-10-17
993,994,26.0,0,4,3,10,42,2.739404,0,0,2013-10-18
994,995,29.0,1,5,3,10,42,2.7433255,0,0,2013-10-19
995,996,39.0,1,6,3,10,42,2.7433255,0,0,2013-10-20
996,997,27.0,0,0,3,10,43,2.7433255,0,0,2013-10-21
997,998,47.0,0,1,4,10,43,2.7433255,0,0,2013-10-22
998,999,40.0,0,2,4,10,43,2.7433255,0,0,2013-10-23
999,1000,45.0,0,3,4,10,43,2.7433255,0,0,2013-10-24
1000,1001,47.0,0,4,4,10,43,2.7433255,0,0,2013-10-25
1001,1002,54.0,1,5,4,10,43,2.7433255,0,0,2013-10-26
1002,1003,78.0,1,6,4,10,43,2.7433255,0,0,2013-10-27
1003,1004,74.0,0,0,4,10,44,2.7433255,0,0,2013-10-28
1004,1005,61.0,0,1,5,10,44,2.7433255,0,0,2013-10-29
1005,1006,43.0,0,2,5,10,44,2.7433255,0,0,2013-10-30
1006,1007,37.0,0,3,5,10,44,2.7433255,0,1,2013-10-31
1007,1008,25.0,0,4,1,11,44,2.7433255,2,0,2013-11-01
1008,1009,17.0,1,5,1,11,44,2.741657,2,0,2013-11-02
1009,1010,25.0,1,6,1,11,44,2.741657,3,0,2013-11-03
1010,1011,8.0,0,0,1,11,45,2.741657,1,0,2013-11-04
1011,1012,50.0,0,1,1,11,45,2.741657,3,0,2013-11-05
1012,1013,63.0,0,2,1,11,45,2.741657,3,0,2013-11-06
1013,1014,51.0,0,3,1,11,45,2.741657,2,0,2013-11-07
1014,1015,12.0,0,4,2,11,45,2.741657,2,0,2013-11-08
1015,1016,38.0,1,5,2,11,45,2.741657,3,0,2013-11-09
1016,1017,30.0,1,6,2,11,45,2.741657,1,0,2013-11-10
1017,1018,27.0,0,0,2,11,46,2.741657,2,1,2013-11-11
1018,1019,49.0,0,1,2,11,46,2.741657,2,0,2013-11-12
1019,1020,38.0,0,2,2,11,46,2.741657,1,0,2013-11-13
1020,1021,27.0,0,3,2,11,46,2.741657,1,0,2013-11-14
1021,1022,29.0,0,4,3,11,46,2.741657,2,0,2013-11-15
1022,1023,27.0,1,5,3,11,46,2.741657,0,0,2013-11-16
1023,1024,30.0,1,6,3,11,46,2.741657,0,0,2013-11-17
1024,1025,38.0,0,0,3,11,47,2.741657,0,0,2013-11-18
1025,1026,29.0,0,1,3,11,47,2.741657,0,0,2013-11-19
1026,1027,24.0,0,2,3,11,47,2.741657,0,0,2013-11-20
1027,1028,12.0,0,3,3,11,47,2.741657,0,0,2013-11-21
1028,1029,20.0,0,4,4,11,47,2.741657,0,0,2013-11-22
1029,1030,36.0,1,5,4,11,47,2.7337675,0,0,2013-11-23
1030,1031,14.0,1,6,4,11,47,2.7337675,0,0,2013-11-24
1031,1032,25.0,0,0,4,11,48,2.7337675,0,0,2013-11-25
1032,1033,12.0,0,1,4,11,48,2.7337675,0,0,2013-11-26
1033,1034,22.0,0,2,4,11,48,2.7337675,0,0,2013-11-27
1034,1035,7.0,0,3,4,11,48,2.7337675,0,1,2013-11-28
1035,1036,28.0,0,4,5,11,48,2.7337675,0,0,2013-11-29
1036,1037,35.0,1,5,5,11,48,2.7337675,0,0,2013-11-30
1037,1038,43.0,1,6,1,12,48,2.7337675,2,0,2013-12-01
1038,1039,57.0,0,0,1,12,49,2.7337675,2,0,2013-12-02
1039,1040,39.0,0,1,1,12,49,2.7337675,3,0,2013-12-03
1040,1041,31.0,0,2,1,12,49,2.7337675,1,0,2013-12-04
1041,1042,24.0,0,3,1,12,49,2.7337675,3,1,2013-12-05
1042,1043,44.0,0,4,1,12,49,2.7337675,3,0,2013-12-06
1043,1044,29.0,1,5,1,12,49,2.7298229,2,0,2013-12-07
1044,1045,42.0,1,6,2,12,49,2.7298229,2,0,2013-12-08
1045,1046,36.0,0,0,2,12,50,2.7298229,3,0,2013-12-09
1046,1047,18.0,0,1,2,12,50,2.7298229,1,0,2013-12-10
1047,1048,28.0,0,2,2,12,50,2.7298229,2,0,2013-12-11
1048,1049,32.0,0,3,2,12,50,2.7298229,2,0,2013-12-12
1049,1050,35.0,0,4,2,12,50,2.7298229,1,0,2013-12-13
1050,1051,50.0,1,5,2,12,50,2.7298229,1,0,2013-12-14
1051,1052,27.0,1,6,3,12,50,2.7298229,2,0,2013-12-15
1052,1053,46.0,0,0,3,12,51,2.7298229,0,0,2013-12-16
1053,1054,31.0,0,1,3,12,51,2.7298229,0,0,2013-12-17
1054,1055,41.0,0,2,3,12,51,2.7298229,0,0,2013-12-18
1055,1056,28.0,0,3,3,12,51,2.7298229,0,0,2013-12-19
1056,1057,21.0,0,4,3,12,51,2.7298229,0,0,2013-12-20
1057,1058,20.0,1,5,3,12,51,2.7298229,0,0,2013-12-21
1058,1059,27.0,1,6,4,12,51,2.7298229,0,0,2013-12-22
1059,1060,25.0,0,0,4,12,52,2.7298229,0,0,2013-12-23
1060,1061,10.0,0,1,4,12,52,2.7298229,0,0,2013-12-24
1061,1062,0.0,0,2,4,12,52,2.7298229,0,1,2013-12-25
1062,1063,9.0,0,3,4,12,52,2.7298229,0,0,2013-12-26
1063,1064,16.0,0,4,4,12,52,2.7298229,0,0,2013-12-27
1064,1065,15.0,1,5,4,12,52,2.7219489,0,0,2013-12-28
1065,1066,11.0,1,6,5,12,52,2.7219489,0,0,2013-12-29
1066,1067,3.0,0,0,5,12,1,2.7219489,0,0,2013-12-30
1067,1068,10.0,0,1,5,12,1,2.7219489,0,0,2013-12-31
1068,1069,14.0,0,2,1,1,1,2.7219489,2,1,2014-01-01
1069,1070,14.0,0,3,1,1,1,2.7219489,2,0,2014-01-02
1070,1071,32.0,0,4,1,1,1,2.7219489,3,0,2014-01-03
1071,1072,20.0,1,5,1,1,1,2.7219489,1,0,2014-01-04
1072,1073,20.0,1,6,1,1,1,2.7219489,3,0,2014-01-05
1073,1074,42.0,0,0,1,1,2,2.7219489,3,0,2014-01-06
1074,1075,25.0,0,1,1,1,2,2.7219489,2,1,2014-01-07
1075,1076,57.0,0,2,2,1,2,2.7219489,2,0,2014-01-08
1076,1077,48.0,0,3,2,1,2,2.7219489,3,0,2014-01-09
1077,1078,29.0,0,4,2,1,2,2.7219489,1,0,2014-01-10
1078,1079,45.0,1,5,2,1,2,2.7490387,2,0,2014-01-11
1079,1080,43.0,1,6,2,1,2,2.7490387,2,0,2014-01-12
1080,1081,25.0,0,0,2,1,3,2.7490387,1,0,2014-01-13
1081,1082,31.0,0,1,2,1,3,2.7490387,1,0,2014-01-14
1082,1083,44.0,0,2,3,1,3,2.7490387,2,0,2014-01-15
1083,1084,34.0,0,3,3,1,3,2.7490387,0,0,2014-01-16
1084,1085,36.0,0,4,3,1,3,2.7490387,0,0,2014-01-17
1085,1086,39.0,1,5,3,1,3,2.7490387,0,0,2014-01-18
1086,1087,35.0,1,6,3,1,3,2.7490387,0,0,2014-01-19
1087,1088,42.0,0,0,3,1,4,2.7490387,0,1,2014-01-20
1088,1089,37.0,0,1,3,1,4,2.7490387,0,0,2014-01-21
1089,1090,33.0,0,2,4,1,4,2.7490387,0,0,2014-01-22
1090,1091,24.0,0,3,4,1,4,2.7490387,0,0,2014-01-23
1091,1092,43.0,0,4,4,1,4,2.7490387,0,0,2014-01-24
1092,1093,38.0,1,5,4,1,4,2.7490387,0,0,2014-01-25
1093,1094,55.0,1,6,4,1,4,2.7490387,0,0,2014-01-26
1094,1095,65.0,0,0,4,1,5,2.7490387,0,0,2014-01-27
1095,1096,24.0,0,1,4,1,5,2.7490387,0,0,2014-01-28
1096,1097,45.0,0,2,5,1,5,2.7490387,0,0,2014-01-29
1097,1098,17.0,0,3,5,1,5,2.7490387,0,0,2014-01-30
1098,1099,74.0,0,4,5,1,5,2.7490387,0,0,2014-01-31
1099,1100,45.0,1,5,1,2,5,2.7459347,2,0,2014-02-01
1100,1101,57.0,1,6,1,2,5,2.7459347,2,1,2014-02-02
1101,1102,61.0,0,0,1,2,6,2.7459347,3,0,2014-02-03
1102,1103,54.0,0,1,1,2,6,2.7459347,1,0,2014-02-04
1103,1104,81.0,0,2,1,2,6,2.7459347,3,0,2014-02-05
1104,1105,48.0,0,3,1,2,6,2.7459347,3,0,2014-02-06
1105,1106,20.0,0,4,1,2,6,2.7459347,2,0,2014-02-07
1106,1107,60.0,1,5,2,2,6,2.7399714,2,0,2014-02-08
1107,1108,58.0,1,6,2,2,6,2.7399714,3,0,2014-02-09
1108,1109,36.0,0,0,2,2,7,2.7399714,1,0,2014-02-10
1109,1110,43.0,0,1,2,2,7,2.7399714,2,0,2014-02-11
1110,1111,59.0,0,2,2,2,7,2.7399714,2,0,2014-02-12
1111,1112,73.0,0,3,2,2,7,2.7399714,1,0,2014-02-13
1112,1113,23.0,0,4,2,2,7,2.7399714,1,1,2014-02-14
1113,1114,37.0,1,5,3,2,7,2.7399714,2,0,2014-02-15
1114,1115,26.0,1,6,3,2,7,2.7399714,0,0,2014-02-16
1115,1116,28.0,0,0,3,2,8,2.7399714,0,1,2014-02-17
1116,1117,24.0,0,1,3,2,8,2.7399714,0,0,2014-02-18
1117,1118,35.0,0,2,3,2,8,2.7399714,0,0,2014-02-19
1118,1119,39.0,0,3,3,2,8,2.7399714,0,0,2014-02-20
1119,1120,26.0,0,4,3,2,8,2.7399714,0,0,2014-02-21
1120,1121,42.0,1,5,4,2,8,2.7399714,0,0,2014-02-22
1121,1122,51.0,1,6,4,2,8,2.7399714,0,0,2014-02-23
1122,1123,34.0,0,0,4,2,9,2.7399714,0,0,2014-02-24
1123,1124,44.0,0,1,4,2,9,2.7399714,0,0,2014-02-25
1124,1125,40.0,0,2,4,2,9,2.7399714,0,0,2014-02-26
1125,1126,17.0,0,3,4,2,9,2.7399714,0,0,2014-02-27
1126,1127,19.0,0,4,4,2,9,2.7399714,0,0,2014-02-28
1127,1128,36.0,1,5,1,3,9,2.7399714,2,0,2014-03-01
1128,1129,16.0,1,6,1,3,9,2.7399714,2,0,2014-03-02
1129,1130,31.0,0,0,1,3,10,2.7399714,3,0,2014-03-03
1130,1131,31.0,0,1,1,3,10,2.7399714,1,0,2014-03-04
1131,1132,39.0,0,2,1,3,10,2.7399714,3,1,2014-03-05
1132,1133,41.0,0,3,1,3,10,2.7399714,3,0,2014-03-06
1133,1134,53.0,0,4,1,3,10,2.7399714,2,0,2014-03-07
1134,1135,21.0,1,5,2,3,10,2.7399714,2,0,2014-03-08
1135,1136,46.0,1,6,2,3,10,2.7399714,3,0,2014-03-09
1136,1137,41.0,0,0,2,3,11,2.7399714,1,0,2014-03-10
1137,1138,33.0,0,1,2,3,11,2.7399714,2,0,2014-03-11
1138,1139,33.0,0,2,2,3,11,2.7399714,2,1,2014-03-12
1139,1140,57.0,0,3,2,3,11,2.7399714,1,0,2014-03-13
1140,1141,41.0,0,4,2,3,11,2.7399714,1,0,2014-03-14
1141,1142,36.0,1,5,3,3,11,2.7399714,2,0,2014-03-15
1142,1143,20.0,1,6,3,3,11,2.7399714,0,1,2014-03-16
1143,1144,31.0,0,0,3,3,12,2.7399714,0,1,2014-03-17
1144,1145,17.0,0,1,3,3,12,2.7399714,0,0,2014-03-18
1145,1146,27.0,0,2,3,3,12,2.7399714,0,0,2014-03-19
1146,1147,14.0,0,3,3,3,12,2.7399714,0,0,2014-03-20
1147,1148,33.0,0,4,3,3,12,2.7399714,0,0,2014-03-21
1148,1149,34.0,1,5,4,3,12,2.7323692,0,0,2014-03-22
1149,1150,27.0,1,6,4,3,12,2.7323692,0,0,2014-03-23
1150,1151,41.0,0,0,4,3,13,2.7323692,0,0,2014-03-24
1151,1152,16.0,0,1,4,3,13,2.7323692,0,0,2014-03-25
1152,1153,29.0,0,2,4,3,13,2.7323692,0,0,2014-03-26
1153,1154,67.0,0,3,4,3,13,2.7323692,0,0,2014-03-27
1154,1155,39.0,0,4,4,3,13,2.7323692,0,0,2014-03-28
1155,1156,40.0,1,5,5,3,13,2.7399714,0,0,2014-03-29
1156,1157,26.0,1,6,5,3,13,2.7399714,0,0,2014-03-30
1157,1158,42.0,0,0,5,3,14,2.7399714,0,0,2014-03-31
1158,1159,39.0,0,1,1,4,14,2.7399714,2,0,2014-04-01
1159,1160,24.0,0,2,1,4,14,2.7399714,2,0,2014-04-02
1160,1161,33.0,0,3,1,4,14,2.7399714,3,0,2014-04-03
1161,1162,24.0,0,4,1,4,14,2.7399714,1,0,2014-04-04
1162,1163,30.0,1,5,1,4,14,2.7371318,3,0,2014-04-05
1163,1164,36.0,1,6,1,4,14,2.7371318,3,0,2014-04-06
1164,1165,42.0,0,0,1,4,15,2.7371318,2,0,2014-04-07
1165,1166,26.0,0,1,2,4,15,2.7371318,2,0,2014-04-08
1166,1167,30.0,0,2,2,4,15,2.7371318,3,0,2014-04-09
1167,1168,37.0,0,3,2,4,15,2.7371318,1,0,2014-04-10
1168,1169,16.0,0,4,2,4,15,2.7371318,2,0,2014-04-11
1169,1170,29.0,1,5,2,4,15,2.6873965,2,0,2014-04-12
1170,1171,54.0,1,6,2,4,15,2.6873965,1,0,2014-04-13
1171,1172,45.0,0,0,2,4,16,2.6873965,1,0,2014-04-14
1172,1173,27.0,0,1,3,4,16,2.6873965,2,0,2014-04-15
1173,1174,32.0,0,2,3,4,16,2.6873965,0,0,2014-04-16
1174,1175,19.0,0,3,3,4,16,2.6873965,0,0,2014-04-17
1175,1176,31.0,0,4,3,4,16,2.6873965,0,0,2014-04-18
1176,1177,25.0,1,5,3,4,16,2.6636863,0,0,2014-04-19
1177,1178,26.0,1,6,3,4,16,2.6636863,0,2,2014-04-20
1178,1179,15.0,0,0,3,4,17,2.6636863,0,0,2014-04-21
1179,1180,38.0,0,1,4,4,17,2.6636863,0,1,2014-04-22
1180,1181,36.0,0,2,4,4,17,2.6636863,0,0,2014-04-23
1181,1182,61.0,0,3,4,4,17,2.6636863,0,0,2014-04-24
1182,1183,47.0,0,4,4,4,17,2.6636863,0,0,2014-04-25
1183,1184,37.0,1,5,4,4,17,2.6659439,0,0,2014-04-26
1184,1185,43.0,1,6,4,4,17,2.6659439,0,0,2014-04-27
1185,1186,23.0,0,0,4,4,18,2.6659439,0,0,2014-04-28
1186,1187,36.0,0,1,5,4,18,2.6659439,0,0,2014-04-29
1187,1188,33.0,0,2,5,4,18,2.6659439,0,0,2014-04-30
1188,1189,35.0,0,3,1,5,18,2.6659439,2,0,2014-05-01
